cbg_fips,latitude,longitude
3.6005E+11,40.8128773,-73.88942751
3.6005E+11,40.81324402,-73.88637191
3.6005E+11,40.80651099,-73.88296543
3.6005E+11,40.83163006,-73.84619724
3.6005E+11,40.8354858,-73.84302819
3.6005E+11,40.82487972,-73.8509725
3.6005E+11,40.8249308,-73.84782855
3.6005E+11,40.82633924,-73.84577058
3.6005E+11,40.82374859,-73.85386477
3.6005E+11,40.82620015,-73.85369667
3.6005E+11,40.81664941,-73.8325944
3.6005E+11,40.82015497,-73.88290532
3.6005E+11,40.82067407,-73.8867425
3.6005E+11,40.81785585,-73.88752713
3.6005E+11,40.81825212,-73.88423549
3.6005E+11,40.81667197,-73.87900116
3.6005E+11,40.81599565,-73.88507251
3.6005E+11,40.81014693,-73.87607229
3.6005E+11,40.81073354,-73.80086902
3.6005E+11,40.81114446,-73.7999959
3.6005E+11,40.81279842,-73.80871909
3.6005E+11,40.81681903,-73.81156056
3.6005E+11,40.82277311,-73.89106353
3.6005E+11,40.82324864,-73.88874237
3.6005E+11,40.82415035,-73.89003684
3.6005E+11,40.82219112,-73.8898804
3.6005E+11,40.82432998,-73.88768302
3.6005E+11,40.82796478,-73.88767602
3.6005E+11,40.82851461,-73.88974716
3.6005E+11,40.82601307,-73.88789935
3.6005E+11,40.83135455,-73.89167153
3.6005E+11,40.83080655,-73.88904692
3.6005E+11,40.82717527,-73.88563051
3.6005E+11,40.82810078,-73.89268846
3.6005E+11,40.82943863,-73.89475645
3.6005E+11,40.82608324,-73.89056302
3.6005E+11,40.82537437,-73.8933949
3.6005E+11,40.82301191,-73.8972043
3.6005E+11,40.82225118,-73.90031492
3.6005E+11,40.81931212,-73.81474848
3.6005E+11,40.82711924,-73.89954697
3.6005E+11,40.82613335,-73.89615482
3.6005E+11,40.8251315,-73.89883407
3.6005E+11,40.81223172,-73.82170489
3.6005E+11,40.81480685,-73.82525084
3.6005E+11,40.81314991,-73.82458803
3.6005E+11,40.81525668,-73.81706427
3.6005E+11,40.81849641,-73.81859962
3.6005E+11,40.81547736,-73.82141517
3.6005E+11,40.82400976,-73.90403216
3.6005E+11,40.82229622,-73.90219147
3.6005E+11,40.82205198,-73.90402474
3.6005E+11,40.82235729,-73.90534448
3.6005E+11,40.82742193,-73.90281415
3.6005E+11,40.82565044,-73.90272702
3.6005E+11,40.82856604,-73.90068733
3.6005E+11,40.82291056,-73.80765738
3.6005E+11,40.82210132,-73.81121659
3.6005E+11,40.81960777,-73.80614723
3.6005E+11,40.82455843,-73.91313185
3.6005E+11,40.82343272,-73.90942902
3.6005E+11,40.82339795,-73.91346944
3.6005E+11,40.82775643,-73.91212975
3.6005E+11,40.82211169,-73.8280948
3.6005E+11,40.8233895,-73.82541783
3.6005E+11,40.82169844,-73.82493788
3.6005E+11,40.82215544,-73.8228022
3.6005E+11,40.81899368,-73.82291211
3.6005E+11,40.82132683,-73.8205746
3.6005E+11,40.83099801,-73.90508482
3.6005E+11,40.83285788,-73.90835821
3.6005E+11,40.83225242,-73.90649986
3.6005E+11,40.83088379,-73.90813398
3.6005E+11,40.83483429,-73.90724069
3.6005E+11,40.8338115,-73.90394445
3.6005E+11,40.83439469,-73.90585368
3.6005E+11,40.83709632,-73.90434355
3.6005E+11,40.83597291,-73.9033776
3.6005E+11,40.83637117,-73.90638094
3.6005E+11,40.83750196,-73.9056941
3.6005E+11,40.83374238,-73.90121307
3.6005E+11,40.83276773,-73.90044981
3.6005E+11,40.83095837,-73.90254826
3.6005E+11,40.83370311,-73.8979206
3.6005E+11,40.83151123,-73.89769084
3.6005E+11,40.83110571,-73.89992076
3.6005E+11,40.8292351,-73.89809838
3.6005E+11,40.8266869,-73.82723566
3.6005E+11,40.82609438,-73.82321354
3.6005E+11,40.83452445,-73.89362247
3.6005E+11,40.83263126,-73.89533833
3.6005E+11,40.83132142,-73.89482987
3.6005E+11,40.83734569,-73.88889262
3.6005E+11,40.83487939,-73.89037992
3.6005E+11,40.83359606,-73.88384299
3.6005E+11,40.8337602,-73.8888403
3.6005E+11,40.83169408,-73.88577749
3.6005E+11,40.8248664,-73.8186176
3.6005E+11,40.82256272,-73.89277564
3.6005E+11,40.82208545,-73.89480091
3.6005E+11,40.82852776,-73.8127947
3.6005E+11,40.83138944,-73.81699951
3.6005E+11,40.8322717,-73.8204797
3.6005E+11,40.82773681,-73.81451295
3.6005E+11,40.83424287,-73.81804766
3.6005E+11,40.8377397,-73.8846156
3.6005E+11,40.83519813,-73.88423997
3.6005E+11,40.83579579,-73.88603688
3.6005E+11,40.83624819,-73.88736074
3.6005E+11,40.82791864,-73.82087736
3.6005E+11,40.82971853,-73.82256893
3.6005E+11,40.83855773,-73.89498817
3.6005E+11,40.83220789,-73.82484925
3.6005E+11,40.84307323,-73.9002958
3.6005E+11,40.83041534,-73.82858087
3.6005E+11,40.82850556,-73.83205432
3.6005E+11,40.83884487,-73.90039686
3.6005E+11,40.84080219,-73.90251199
3.6005E+11,40.83779877,-73.90272734
3.6005E+11,40.84040147,-73.9074793
3.6005E+11,40.82791642,-73.91481375
3.6005E+11,40.82745087,-73.9161508
3.6005E+11,40.82609918,-73.91674473
3.6005E+11,40.82416296,-73.91831608
3.6005E+11,40.82907902,-73.9134842
3.6005E+11,40.82964188,-73.91520545
3.6005E+11,40.83134534,-73.91434474
3.6005E+11,40.8323866,-73.91278171
3.6005E+11,40.83045919,-73.91319613
3.6005E+11,40.8302615,-73.91227569
3.6005E+11,40.83407099,-73.91209452
3.6005E+11,40.83324825,-73.9096027
3.6005E+11,40.83229205,-73.91079732
3.6005E+11,40.83575033,-73.90915347
3.6005E+11,40.83652939,-73.90767075
3.6005E+11,40.8359459,-73.91050903
3.6005E+11,40.83642797,-73.91173961
3.6005E+11,40.83464812,-73.91440548
3.6005E+11,40.83590392,-73.9156438
3.6005E+11,40.83483059,-73.91628115
3.6005E+11,40.83679304,-73.91299893
3.6005E+11,40.8367585,-73.91479724
3.6005E+11,40.83792135,-73.91374119
3.6005E+11,40.83083812,-73.91656697
3.6005E+11,40.83266491,-73.91498792
3.6005E+11,40.83295111,-73.91586715
3.6005E+11,40.83212578,-73.91828226
3.6005E+11,40.8310037,-73.9189518
3.6005E+11,40.83323231,-73.91673496
3.6005E+11,40.83356232,-73.91779806
3.6005E+11,40.82749933,-73.92141322
3.6005E+11,40.82887025,-73.92069142
3.6005E+11,40.83001071,-73.92006332
3.6005E+11,40.8278229,-73.91986059
3.6005E+11,40.82731835,-73.91856873
3.6005E+11,40.82937401,-73.91789211
3.6005E+11,40.83993891,-73.82764276
3.6005E+11,40.83649999,-73.82742716
3.6005E+11,40.8357458,-73.83041667
3.6005E+11,40.83848153,-73.83172679
3.6005E+11,40.82718564,-73.90932742
3.6005E+11,40.82946123,-73.90394908
3.6005E+11,40.82749303,-73.90622314
3.6005E+11,40.82494033,-73.90702956
3.6005E+11,40.82406181,-73.90626118
3.6005E+11,40.83138664,-73.93149428
3.6005E+11,40.83211645,-73.92701201
3.6005E+11,40.83149088,-73.92901765
3.6005E+11,40.83331295,-73.92902416
3.6005E+11,40.83392246,-73.92568474
3.6005E+11,40.83715487,-73.92913859
3.6005E+11,40.83726755,-73.93062609
3.6005E+11,40.8350015,-73.92823337
3.6005E+11,40.83351437,-73.83591356
3.6005E+11,40.83191941,-73.92267442
3.6005E+11,40.82899625,-73.92321405
3.6005E+11,40.83259436,-73.92144235
3.6005E+11,40.83225115,-73.92038874
3.6005E+11,40.83547898,-73.91800161
3.6005E+11,40.835583,-73.92004338
3.6005E+11,40.83532227,-73.92165362
3.6005E+11,40.83445451,-73.91885709
3.6005E+11,40.83370688,-73.91941927
3.6005E+11,40.83680597,-73.92290526
3.6005E+11,40.83565657,-73.92412703
3.6005E+11,40.83570042,-73.92566653
3.6005E+11,40.83693817,-73.92747557
3.6005E+11,40.83708221,-73.92406452
3.6005E+11,40.83751318,-73.92549134
3.6005E+11,40.84190818,-73.84526813
3.6005E+11,40.84477619,-73.84487617
3.6005E+11,40.84156218,-73.8478018
3.6005E+11,40.83961501,-73.84503913
3.6005E+11,40.84248366,-73.92736991
3.6005E+11,40.84200611,-73.92491256
3.6005E+11,40.84015343,-73.92644509
3.6005E+11,40.83902812,-73.84854282
3.6005E+11,40.83806058,-73.8467821
3.6005E+11,40.84182389,-73.85219039
3.6005E+11,40.84007233,-73.84973046
3.6005E+11,40.84100439,-73.85105738
3.6005E+11,40.84726527,-73.92514436
3.6005E+11,40.84650743,-73.9227046
3.6005E+11,40.84893543,-73.922821
3.6005E+11,40.8487755,-73.92098147
3.6005E+11,40.85128023,-73.9184051
3.6005E+11,40.85125154,-73.91961377
3.6005E+11,40.85167252,-73.92049183
3.6005E+11,40.83556322,-73.84975047
3.6005E+11,40.83750998,-73.8511646
3.6005E+11,40.84365151,-73.91656865
3.6005E+11,40.84316179,-73.91502313
3.6005E+11,40.84280909,-73.91416418
3.6005E+11,40.84226481,-73.91308167
3.6005E+11,40.84148665,-73.85428956
3.6005E+11,40.84007855,-73.85866039
3.6005E+11,40.84160425,-73.85612952
3.6005E+11,40.84020042,-73.86110603
3.6005E+11,40.84060186,-73.856742
3.6005E+11,40.84129968,-73.85885546
3.6005E+11,40.83747228,-73.85742641
3.6005E+11,40.83918102,-73.85435163
3.6005E+11,40.83712425,-73.85606499
3.6005E+11,40.83916692,-73.85545213
3.6005E+11,40.83841303,-73.85911648
3.6005E+11,40.83811049,-73.85591866
3.6005E+11,40.83918025,-73.85818907
3.6005E+11,40.83959697,-73.85659919
3.6005E+11,40.84054067,-73.92356063
3.6005E+11,40.84251979,-73.92344614
3.6005E+11,40.8391174,-73.92442672
3.6005E+11,40.83928996,-73.92218953
3.6005E+11,40.83637104,-73.86028714
3.6005E+11,40.83696801,-73.85914908
3.6005E+11,40.83626001,-73.85726184
3.6005E+11,40.83515788,-73.85947111
3.6005E+11,40.83584737,-73.85876416
3.6005E+11,40.84572799,-73.91806778
3.6005E+11,40.84552174,-73.92069094
3.6005E+11,40.84267506,-73.91911541
3.6005E+11,40.84399368,-73.92098734
3.6005E+11,40.84267857,-73.92131357
3.6005E+11,40.84209018,-73.92063494
3.6005E+11,40.84951012,-73.91754525
3.6005E+11,40.85064027,-73.91756472
3.6005E+11,40.84825015,-73.91990234
3.6005E+11,40.84923373,-73.9148542
3.6005E+11,40.84742367,-73.91564839
3.6005E+11,40.84717108,-73.91748607
3.6005E+11,40.84878586,-73.91709347
3.6005E+11,40.84712287,-73.91931262
3.6005E+11,40.83870482,-73.86507469
3.6005E+11,40.83573964,-73.86434702
3.6005E+11,40.83992658,-73.86652245
3.6005E+11,40.8403175,-73.8651582
3.6005E+11,40.8398345,-73.86355074
3.6005E+11,40.83625408,-73.86153881
3.6005E+11,40.83883113,-73.86196368
3.6005E+11,40.83704782,-73.86267986
3.6005E+11,40.83426818,-73.86214429
3.6005E+11,40.84635939,-73.91471957
3.6005E+11,40.84947035,-73.91279764
3.6005E+11,40.85042583,-73.91120798
3.6005E+11,40.84758291,-73.9141394
3.6005E+11,40.83869822,-73.86698104
3.6005E+11,40.8364584,-73.86614733
3.6005E+11,40.83784533,-73.86813431
3.6005E+11,40.83724838,-73.8693624
3.6005E+11,40.83737502,-73.87230536
3.6005E+11,40.83967694,-73.9196027
3.6005E+11,40.84315525,-73.87259556
3.6005E+11,40.83716497,-73.91914932
3.6005E+11,40.83928732,-73.91728207
3.6005E+11,40.83807037,-73.91824017
3.6005E+11,40.83853707,-73.91534325
3.6005E+11,40.83764422,-73.91609634
3.6005E+11,40.83674938,-73.91689989
3.6005E+11,40.83788633,-73.85357779
3.6005E+11,40.83412832,-73.85934522
3.6005E+11,40.83473355,-73.85578538
3.6005E+11,40.83518271,-73.85297153
3.6005E+11,40.84111203,-73.9164902
3.6005E+11,40.84076185,-73.91562803
3.6005E+11,40.84042668,-73.91479343
3.6005E+11,40.83998227,-73.91381055
3.6005E+11,40.85618368,-73.86881167
3.6005E+11,40.85420653,-73.86828113
3.6005E+11,40.85691006,-73.86484098
3.6005E+11,40.8555674,-73.86668297
3.6005E+11,40.85345483,-73.86723297
3.6005E+11,40.85342645,-73.86578778
3.6005E+11,40.85168916,-73.86631394
3.6005E+11,40.84152844,-73.91077829
3.6005E+11,40.84045267,-73.90978266
3.6005E+11,40.8380613,-73.91010051
3.6005E+11,40.8392154,-73.91181227
3.6005E+11,40.84021322,-73.9123426
3.6005E+11,40.84190616,-73.91173634
3.6005E+11,40.84788392,-73.91106641
3.6005E+11,40.84740707,-73.90923817
3.6005E+11,40.84620012,-73.91184226
3.6005E+11,40.84452579,-73.91331745
3.6005E+11,40.84400292,-73.91048533
3.6005E+11,40.85213839,-73.86348755
3.6005E+11,40.85558944,-73.86289195
3.6005E+11,40.85557723,-73.86430672
3.6005E+11,40.85339717,-73.86437478
3.6005E+11,40.8457266,-73.90923031
3.6005E+11,40.84605832,-73.90526037
3.6005E+11,40.84721358,-73.90735875
3.6005E+11,40.84632189,-73.90607124
3.6005E+11,40.84592412,-73.90743781
3.6005E+11,40.84387382,-73.90855667
3.6005E+11,40.84424228,-73.90622184
3.6005E+11,40.84311856,-73.90635541
3.6005E+11,40.84947103,-73.8673399
3.6005E+11,40.84908597,-73.86443171
3.6005E+11,40.84619175,-73.902474
3.6005E+11,40.84724518,-73.86196409
3.6005E+11,40.84661876,-73.86519609
3.6005E+11,40.85042889,-73.90842748
3.6005E+11,40.84877887,-73.90750977
3.6005E+11,40.84920899,-73.91031653
3.6005E+11,40.84896953,-73.90887954
3.6005E+11,40.84840509,-73.90420884
3.6005E+11,40.84789172,-73.90552161
3.6005E+11,40.85121947,-73.90536882
3.6005E+11,40.85419791,-73.90282496
3.6005E+11,40.8531617,-73.90372631
3.6005E+11,40.84962245,-73.90435493
3.6005E+11,40.85092442,-73.90368084
3.6005E+11,40.85148348,-73.90357267
3.6005E+11,40.85337555,-73.90226254
3.6005E+11,40.84609443,-73.86755904
3.6005E+11,40.84407248,-73.86694716
3.6005E+11,40.86064005,-73.897331
3.6005E+11,40.86098065,-73.89903533
3.6005E+11,40.85854139,-73.89989059
3.6005E+11,40.85887528,-73.90086679
3.6005E+11,40.85691144,-73.90085978
3.6005E+11,40.85642177,-73.90240756
3.6005E+11,40.85545418,-73.90185424
3.6005E+11,40.84298054,-73.85992091
3.6005E+11,40.84526399,-73.86128229
3.6005E+11,40.84424478,-73.86437312
3.6005E+11,40.86136932,-73.90105717
3.6005E+11,40.85772794,-73.9032282
3.6005E+11,40.85619923,-73.90417267
3.6005E+11,40.8589972,-73.90410495
3.6005E+11,40.85949262,-73.9026647
3.6005E+11,40.85918573,-73.90178205
3.6005E+11,40.84134671,-73.86747348
3.6005E+11,40.8432419,-73.86879952
3.6005E+11,40.84143868,-73.87110344
3.6005E+11,40.85155573,-73.90762795
3.6005E+11,40.85401437,-73.90657063
3.6005E+11,40.85359372,-73.90577985
3.6005E+11,40.85230195,-73.90580306
3.6005E+11,40.85393286,-73.90432346
3.6005E+11,40.85292513,-73.90924307
3.6005E+11,40.85251955,-73.91260377
3.6005E+11,40.85084216,-73.91294934
3.6005E+11,40.85278278,-73.91091952
3.6005E+11,40.84779536,-73.85891436
3.6005E+11,40.84518302,-73.85657296
3.6005E+11,40.85233243,-73.91426925
3.6005E+11,40.85356353,-73.91698206
3.6005E+11,40.85279382,-73.91511228
3.6005E+11,40.85306169,-73.91603301
3.6005E+11,40.85558962,-73.91357292
3.6005E+11,40.85444487,-73.91258985
3.6005E+11,40.85477789,-73.91423715
3.6005E+11,40.85350745,-73.86130898
3.6005E+11,40.84993627,-73.86102377
3.6005E+11,40.8571615,-73.91645367
3.6005E+11,40.85508907,-73.91891145
3.6005E+11,40.8566274,-73.85829353
3.6005E+11,40.8549819,-73.85980253
3.6005E+11,40.85360745,-73.85759144
3.6005E+11,40.85745229,-73.91310496
3.6005E+11,40.85196356,-73.85411626
3.6005E+11,40.85139251,-73.85775542
3.6005E+11,40.85847631,-73.90602073
3.6005E+11,40.85674617,-73.90600033
3.6005E+11,40.85514463,-73.90713339
3.6005E+11,40.8561149,-73.90858563
3.6005E+11,40.85790973,-73.90784208
3.6005E+11,40.85569328,-73.90998207
3.6005E+11,40.85460401,-73.9089024
3.6005E+11,40.8486076,-73.85612853
3.6005E+11,40.84551776,-73.85367604
3.6005E+11,40.86159211,-73.90307995
3.6005E+11,40.85964504,-73.90537812
3.6005E+11,40.8610986,-73.90597441
3.6005E+11,40.8612899,-73.90489658
3.6005E+11,40.84944804,-73.85340032
3.6005E+11,40.84732231,-73.85131906
3.6005E+11,40.86031366,-73.90774477
3.6005E+11,40.86076184,-73.90858624
3.6005E+11,40.86060458,-73.91031376
3.6005E+11,40.84521466,-73.8505013
3.6005E+11,40.84373747,-73.84999189
3.6005E+11,40.86012842,-73.91429948
3.6005E+11,40.86667408,-73.90588979
3.6005E+11,40.86335695,-73.90532634
3.6005E+11,40.86454313,-73.90292533
3.6005E+11,40.86439931,-73.90527976
3.6005E+11,40.86500375,-73.90546905
3.6005E+11,40.86706104,-73.90278155
3.6005E+11,40.84290435,-73.82808063
3.6005E+11,40.84192528,-73.831377
3.6005E+11,40.84006033,-73.83455409
3.6005E+11,40.84226806,-73.83527606
3.6005E+11,40.86759686,-73.89918777
3.6005E+11,40.8658086,-73.90197309
3.6005E+11,40.86347905,-73.90175927
3.6005E+11,40.8650738,-73.9004201
3.6005E+11,40.84597448,-73.83495136
3.6005E+11,40.84835858,-73.83218914
3.6005E+11,40.84841425,-73.83462064
3.6005E+11,40.84536871,-73.82853746
3.6005E+11,40.84700189,-73.83049288
3.6005E+11,40.84473769,-73.83313054
3.6005E+11,40.84761463,-73.82786654
3.6005E+11,40.84817144,-73.82901257
3.6005E+11,40.86939226,-73.90114851
3.6005E+11,40.86974336,-73.90257914
3.6005E+11,40.86890861,-73.89995372
3.6005E+11,40.8729859,-73.89935592
3.6005E+11,40.8705276,-73.89886045
3.6005E+11,40.87397496,-73.90104909
3.6005E+11,40.87146059,-73.90181719
3.6005E+11,40.87127169,-73.90078166
3.6005E+11,40.87122987,-73.89936879
3.6005E+11,40.86734462,-73.90914115
3.6005E+11,40.86852875,-73.90651527
3.6005E+11,40.87110126,-73.90509471
3.6005E+11,40.87450062,-73.90454757
3.6005E+11,40.8756939,-73.90150688
3.6005E+11,40.87175626,-73.90296859
3.6005E+11,40.87328342,-73.90352927
3.6005E+11,40.84541561,-73.82338144
3.6005E+11,40.84550321,-73.82119634
3.6005E+11,40.84059788,-73.82240806
3.6005E+11,40.83697267,-73.82314884
3.6005E+11,40.84531024,-73.81289235
3.6005E+11,40.83989311,-73.81763856
3.6005E+11,40.84723998,-73.8181893
